title_author,text_stemmered
The Whore's Child and Other Stories de Richard Russo,"whore child stori richard russo human behavior ""in entranc first collect stori master storytel focus fresh fascin rang human behaviour reveal even versatil accomplish writer acclaim novel shown russo charact warm newcom almost spite titl stori septuagenarian nun resolut invad narrat colleg write workshop incred saga season hollywood moviemak uncov 25-year-old flame never knew harbour precious fifth-grad puzzl life love basebal watch parent marriag dissolv anoth child forc harrow cross-countri escap elder coupl rediscov power - miseri - relationship long-await retreat hurricane-swept resort island """
In Watermelon Sugar de Richard Brautigan,watermelon sugar richard brautigan social action ideath place sun shine differ colour everi day peopl travel length dream reject violenc hate old gang forgotten work lead gentl live watermelon sugar book richard brautigan discov express mood new generat
Blackwood Farm de Anne Rice,blackwood farm ann rice horror lestat back saviour demon presid gothic stori famili greed hatr generat terrifi drama blood lust betray possess matricid blackwood farm grand southern mansion set among dark cypress swamp louisiana harbour terribl blood-stain secret famili ghost heir quinn blackwood young rash beauti bloodhunt lestat take wing quinn thrall past appetit even danger companion spirit goblin succubus could destroy other unearth power lestat combin earth power mayfair clan could hope save quinn ghost rescu doom girl quinn love mortality- shock savag rich erot novel decept gentl titl bring us ann rice power disturb vampir witch men women demon doppelg-ng caught maelstrom death destruct blood fire cruelti fate
The Carpenter's Pencil de Manuel Rivas,"carpent pencil manuel riva galicia spain region ""it summer 1936 earli month agons civil war engulf spain shake rest world prison pilgrim citi santiago de compostela artist sketch famous porch cathedr portico da gloria use carpent pencil instead reproduc sculptur face prophet elder draw face fellow republican prison year later post franco spain survivor period doctor daniel da barca return exil nativ galicia thread past memori begin woven togeth poetic move novel convey horror savageri tragedi divid spain experi men women live yet process also relat one beauti love stori imagin """
Sputnik Sweetheart de Haruki Murakami,sputnik sweetheart haruki murakami busi twenti two year old sumir love first time woman seventeen year senior miu surpris might lesbian sumir spend hour phone talk best friend k primari school teacher use answer question want say sumir love
"South of the Border, West of the Sun de Haruki Murakami",south border west sun haruki murakami fiction grow suburb post-war japan seem hajim everyon brother sister sole companion shimamoto also child togeth spent long afternoon listen father record collect famili move away two lost touch hajim thirti decad drift found happi love wife two daughter success run jazz bar shimamoto reappear beauti intens envelop mysteri hajim catapult past put risk present
The Elephant Vanishes de Haruki Murakami,eleph vanish haruki murakami japan man favourit eleph vanish balanc whole life subt upset coupl midnight hunger pang drive hold mcdonald woman find irresist small green monster burrow front garden insomniac wife wake twilight world semi-consci anyth seem possibl - even death everi one stori make eleph vanish murakami make determin assault normal deadpan genius disloc realiti uncov surreal everyday extraordinari ordinari
Dance Dance Dance de Haruki Murakami,danc danc danc haruki murakami crime investig combin offbeat cast charact murakami idiosyncrat prose novel assault sens murder mysteri also philosoph specul dark fabl advanc capit
The Rings of Saturn de Winfried Georg Sebald,ring saturn winfri georg sebald author german ring saturn begin record journey foot coastal east anglia lowestoft bungay sebald stori becom conductor evoc peopl cultur past present chateaubriand thoma brown swinburn conrad fish fleet skull silkworm result rich medit past via melancholi trip along suffolk coast intric pattern haunt book transienc thing human sebald joyc 21st centuri time
Elephant de Raymond Carver,eleph raymond carver fiction seven stori last carver wrote among one longest errand imagin death chekhov writer carver huge admir whose work often compar fine stori suggest greatest modern short-stori writer may year untim death flex muscl longer work
"Will You Please be Quiet, Please de Raymond Carver",pleas quiet pleas raymond carver fiction first collect carver breath new life short stori pared-down style sinc becom hallmark carver show humour tragedi dwell heart ordinari peopl readership grew everi subsequ brilliant collect stori poem essay appear last eleven year life
The Time of Our Singing de Richard Powers,time sing richard power african american jonah joseph ruth children mixed-rac parent determin protect grind effect race hothous children music talent cannot protect world long jonah becom success young tenor world opera accept brilliant negro singer joseph narrat becom pianist devot talent servic brother ruth turn back classic music white music disappear run black husband suspicion black panther power brilliant devast delin tragedi race america unfold civil right movement rodney king loui farrakhan live choic one famili caught cusp ident
The Spook's Apprentice de Joseph Delaney,spook apprentic joseph delaney exorc wonder terrifi seri new writer young boy train exorcist thoma ward seventh son seventh son apprent local spook job hard spook distant mani apprentic fail thoma somehow thoma must learn exorcis ghost contain witch bind boggart trick free mother malkin evil witch counti horror begin
Human Traces de Sebastian Faulks,human trace sebastian faulk europ young boy jacqu rebisr thoma midwint becom fascin tri understand human mind psychiatris- ts quest take squalor victorian lunat asylum crowd lectur hall renown professor charcot pari height sierra madr california plain unexplor africa concern old centuri fade first world war divid europ two men volatil relationship develop chang alway temper one except woman thoma sister sonia move challeng equal measur human trace explor question kind be men women realli
